age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,Service,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Unmarried,White,Female,None,None,*,United-States,<=50K
*,Self-Employed,*,Not-Married,Service,Not-in-family,White,Female,None,None,*,United-States,>50K
*,Government,*,Not-Married,Service,Own-child,Non-White,Female,None,None,*,United-States,<=50K
*,Government,*,Not-Married,White-Collar,Unmarried,White,Female,None,None,*,United-States,<=50K
*,Self-Employed,*,Married,Service,Husband,White,Male,None,None,*,United-States,<=50K
*,Government,*,Not-Married,White-Collar,Own-child,White,Female,None,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Unknown,*,Not-Married,Unknown,Own-child,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,Foreign,<=50K
*,Private,*,Not-Married,White-Collar,Unmarried,White,Male,None,None,*,United-States,<=50K
*,Government,*,Married,White-Collar,Husband,White,Male,Some,None,*,United-States,>50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Private,*,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,*,United-States,<=50K
*,Self-Employed,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Self-Employed,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Service,Own-child,White,Male,None,None,*,United-States,<=50K
*,Unknown,*,Not-Married,Unknown,Not-in-family,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Private,*,Not-Married,Blue-Collar,Own-child,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Wife,White,Female,None,None,*,United-States,>50K
*,Private,*,Not-Married,Blue-Collar,Own-child,White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Service,Own-child,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Unknown,*,Married,Unknown,Husband,White,Male,None,None,*,United-States,>50K
*,Private,*,Married,White-Collar,Wife,White,Female,None,None,*,Foreign,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Female,None,None,*,United-States,>50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,Some,*,United-States,>50K
*,Private,*,Not-Married,White-Collar,Own-child,White,Male,None,None,*,United-States,>50K
*,Private,*,Not-Married,White-Collar,Unmarried,Non-White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Blue-Collar,Other-relative,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Blue-Collar,Own-child,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,Non-White,Female,None,None,*,United-States,<=50K
*,Government,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Government,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Unknown,*,Not-Married,Unknown,Not-in-family,Non-White,Female,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Wife,White,Female,Some,None,*,United-States,>50K
*,Private,*,Married,White-Collar,Wife,White,Female,None,None,*,Foreign,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Male,None,None,*,United-States,>50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Private,*,Not-Married,Service,Own-child,White,Female,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Wife,White,Female,None,None,*,United-States,>50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Husband,Non-White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Blue-Collar,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Female,Some,None,*,United-States,<=50K
*,Unknown,*,Not-Married,Unknown,Own-child,White,Female,Some,None,*,United-States,<=50K
*,Unknown,*,Not-Married,Unknown,Own-child,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Blue-Collar,Own-child,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,Service,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,Self-Employed,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Government,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Private,*,Not-Married,Blue-Collar,Unmarried,Non-White,Female,None,None,*,United-States,<=50K
*,Private,*,Married,Service,Wife,White,Female,None,None,*,United-States,>50K
*,Private,*,Not-Married,White-Collar,Own-child,White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Service,Unmarried,Non-White,Female,None,None,*,United-States,<=50K
*,Self-Employed,*,Not-Married,Blue-Collar,Own-child,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,Some,None,*,United-States,<=50K
*,Private,*,Not-Married,Blue-Collar,Unmarried,White,Female,None,None,*,United-States,<=50K
*,Unknown,*,Married,Unknown,Husband,White,Male,None,None,*,United-States,<=50K
*,Government,*,Not-Married,White-Collar,Not-in-family,White,Female,None,Some,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,Non-White,Male,Some,None,*,United-States,>50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Self-Employed,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Private,*,Married,White-Collar,Wife,White,Female,None,Some,*,United-States,>50K
*,Unknown,*,Married,Unknown,Wife,White,Female,None,None,*,United-States,<=50K
*,Private,*,Married,Service,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Private,*,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,*,United-States,<=50K
*,Unknown,*,Married,Unknown,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Wife,Non-White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,Government,*,Not-Married,White-Collar,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,Self-Employed,*,Married,Blue-Collar,Husband,White,Male,None,Some,*,United-States,>50K
*,Private,*,Not-Married,Blue-Collar,Unmarried,Non-White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Service,Unmarried,White,Female,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,Foreign,>50K
*,Private,*,Not-Married,Blue-Collar,Own-child,White,Female,None,None,*,United-States,<=50K
*,Self-Employed,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Own-child,White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Blue-Collar,Not-in-family,Non-White,Female,None,None,*,United-States,<=50K
*,Self-Employed,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Service,Not-in-family,White,Male,None,None,*,United-States,<=50K
*,Government,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,Foreign,<=50K
*,Unknown,*,Married,Unknown,Husband,White,Male,None,None,*,United-States,<=50K
*,Government,*,Not-Married,White-Collar,Not-in-family,White,Male,None,None,*,United-States,<=50K
*,Self-Employed,*,Not-Married,White-Collar,Not-in-family,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Blue-Collar,Other-relative,Non-White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Unmarried,Non-White,Female,None,None,*,United-States,<=50K
*,Government,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Private,*,Married,Blue-Collar,Unmarried,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,Some,*,United-States,>50K
*,Private,*,Married,White-Collar,Wife,White,Female,None,None,*,United-States,>50K
*,Self-Employed,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Male,Some,None,*,United-States,>50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,Government,*,Not-Married,Blue-Collar,Unmarried,White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,>50K
*,Private,*,Not-Married,Service,Not-in-family,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,Non-White,Female,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,Some,None,*,Foreign,>50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,Foreign,<=50K
*,Self-Employed,*,Married,Blue-Collar,Husband,White,Male,None,Some,*,United-States,<=50K
*,Government,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,Service,Husband,White,Male,None,None,*,Foreign,<=50K
*,Private,*,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Government,*,Married,White-Collar,Wife,White,Female,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,Some,None,*,United-States,>50K
*,Government,*,Married,Blue-Collar,Husband,Non-White,Male,None,None,*,United-States,<=50K
*,Government,*,Not-Married,Service,Unmarried,White,Female,None,None,*,United-States,<=50K
*,Self-Employed,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Government,*,Married,Service,Husband,White,Male,None,None,*,United-States,>50K
*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Government,*,Not-Married,White-Collar,Unmarried,Non-White,Female,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Government,*,Not-Married,White-Collar,Unmarried,White,Female,None,Some,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,>50K
*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Government,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Self-Employed,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Private,*,Married,White-Collar,Husband,White,Male,Some,None,*,United-States,>50K
*,Private,*,Not-Married,Blue-Collar,Own-child,White,Female,None,None,*,United-States,<=50K
*,Self-Employed,*,Married,White-Collar,Husband,White,Male,Some,None,*,United-States,>50K
*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Unknown,*,Not-Married,Unknown,Own-child,White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Own-child,White,Female,None,None,*,United-States,<=50K
*,Unknown,*,Married,Unknown,Wife,White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Unmarried,White,Female,None,None,*,United-States,>50K
*,Government,*,Not-Married,White-Collar,Not-in-family,Non-White,Female,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Private,*,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,Service,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,Foreign,<=50K
*,Private,*,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,*,United-States,<=50K
*,Government,*,Not-Married,Blue-Collar,Own-child,White,Male,None,None,*,United-States,<=50K
*,Self-Employed,*,Not-Married,White-Collar,Not-in-family,White,Male,None,None,*,United-States,>50K
*,Private,*,Not-Married,Blue-Collar,Own-child,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Service,Own-child,White,Male,None,None,*,United-States,<=50K
*,Self-Employed,*,Married,White-Collar,Husband,White,Male,Some,None,*,United-States,>50K
*,Private,*,Not-Married,White-Collar,Unmarried,White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Own-child,White,Male,None,None,*,Unknown,<=50K
*,Government,*,Not-Married,Service,Not-in-family,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Blue-Collar,Own-child,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,Foreign,<=50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,>50K
*,Private,*,Not-Married,Blue-Collar,Other-relative,White,Male,None,None,*,Foreign,<=50K
*,Private,*,Not-Married,Service,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,Government,*,Married,Service,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Husband,Non-White,Male,Some,None,*,United-States,<=50K
*,Private,*,Not-Married,Blue-Collar,Own-child,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Service,Own-child,White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Own-child,Non-White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Blue-Collar,Own-child,White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Unmarried,White,Female,None,None,*,Unknown,<=50K
*,Self-Employed,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Self-Employed,*,Married,White-Collar,Wife,White,Female,Some,None,*,United-States,>50K
*,Private,*,Not-Married,Service,Own-child,White,Male,None,None,*,United-States,<=50K
*,Unknown,*,Not-Married,Unknown,Own-child,White,Female,None,None,*,United-States,<=50K
*,Self-Employed,*,Married,White-Collar,Husband,White,Male,Some,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,Some,*,United-States,<=50K
*,Private,*,Not-Married,Blue-Collar,Other-relative,Non-White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Unmarried,White,Female,None,None,*,United-States,<=50K
*,Self-Employed,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Other-relative,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Private,*,Married,Service,Husband,Non-White,Male,None,None,*,Foreign,>50K
*,Private,*,Married,White-Collar,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Service,Not-in-family,Non-White,Female,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Private,*,Not-Married,Blue-Collar,Not-in-family,White,Male,None,None,*,Foreign,<=50K
*,Government,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,*,*,*,*,*,*,*,*,*,*,*,>50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Government,*,Married,Service,Husband,Non-White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Wife,White,Female,None,None,*,United-States,<=50K
*,Government,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,Self-Employed,*,Not-Married,White-Collar,Unmarried,White,Female,None,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Blue-Collar,Own-child,White,Male,None,None,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Blue-Collar,Own-child,White,Male,None,None,*,United-States,<=50K
*,Self-Employed,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Private,*,Married,Blue-Collar,Husband,Non-White,Male,None,None,*,United-States,>50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,Some,None,*,United-States,>50K
*,Self-Employed,*,Not-Married,White-Collar,Not-in-family,White,Female,None,None,*,United-States,>50K
*,Private,*,Not-Married,White-Collar,Own-child,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Service,Own-child,White,Female,None,Some,*,United-States,<=50K
*,Government,*,Not-Married,White-Collar,Own-child,White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Own-child,Non-White,Male,None,None,*,Foreign,<=50K
*,Unknown,*,Not-Married,Unknown,Not-in-family,Non-White,Male,None,None,*,United-States,<=50K
*,Unknown,*,Not-Married,Unknown,Unmarried,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Own-child,Non-White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Blue-Collar,Unmarried,White,Male,None,None,*,Foreign,<=50K
*,Private,*,Not-Married,Blue-Collar,Own-child,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Service,Unmarried,Non-White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Private,*,Not-Married,Blue-Collar,Own-child,White,Male,None,None,*,United-States,<=50K
*,Government,*,Not-Married,White-Collar,Unmarried,Non-White,Female,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Male,Some,None,*,United-States,>50K
*,Private,*,Not-Married,White-Collar,Own-child,White,Female,None,None,*,United-States,<=50K
*,Self-Employed,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Self-Employed,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Government,*,Not-Married,White-Collar,Not-in-family,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,Some,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Blue-Collar,Own-child,White,Female,None,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,Non-White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Service,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Own-child,White,Female,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Service,Not-in-family,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Self-Employed,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Service,Not-in-family,Non-White,Female,None,None,*,United-States,>50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Private,*,Married,Blue-Collar,Husband,Non-White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Other-relative,White,Female,None,None,*,United-States,<=50K
*,Self-Employed,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Self-Employed,*,Married,Blue-Collar,Husband,White,Male,None,Some,*,United-States,>50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Unmarried,White,Male,None,None,*,Foreign,<=50K
*,Self-Employed,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,Some,None,*,United-States,>50K
*,Private,*,Married,White-Collar,Husband,White,Male,Some,None,*,United-States,>50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,Self-Employed,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Service,Unmarried,White,Female,None,None,*,Foreign,<=50K
*,Government,*,Married,White-Collar,Husband,White,Male,Some,None,*,United-States,>50K
*,Private,*,Not-Married,White-Collar,Not-in-family,Non-White,Female,None,None,*,Foreign,<=50K
*,Private,*,Not-Married,White-Collar,Own-child,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Blue-Collar,Own-child,White,Male,None,None,*,United-States,<=50K
*,Government,*,Married,White-Collar,Husband,White,Male,Some,None,*,United-States,>50K
*,Private,*,Not-Married,White-Collar,Unmarried,Non-White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Service,Own-child,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Unmarried,Non-White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Blue-Collar,Own-child,White,Male,None,None,*,United-States,<=50K
*,Government,*,Not-Married,White-Collar,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,Not-Married,White-Collar,Own-child,White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Male,None,None,*,United-States,<=50K
*,Self-Employed,*,Married,White-Collar,Wife,White,Female,Some,None,*,United-States,>50K
*,Government,*,Married,Service,Husband,White,Male,None,None,*,United-States,>50K
*,Self-Employed,*,Not-Married,White-Collar,Not-in-family,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Other-relative,Non-White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,Some,*,United-States,>50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Government,*,Not-Married,White-Collar,Own-child,Non-White,Female,None,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,Some,None,*,United-States,>50K
*,Private,*,Not-Married,White-Collar,Unmarried,Non-White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Service,Own-child,White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Male,None,None,*,United-States,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Male,Some,None,*,United-States,<=50K
*,Private,*,Married,Blue-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,Blue-Collar,Own-child,White,Male,None,None,*,United-States,<=50K
*,Unknown,*,Married,Unknown,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,Government,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Private,*,Not-Married,Blue-Collar,Own-child,Non-White,Male,None,None,*,United-States,<=50K
*,Private,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,<=50K
*,Private,*,Not-Married,White-Collar,Not-in-family,White,Female,None,None,*,United-States,<=50K
*,Government,*,Married,White-Collar,Husband,White,Male,None,None,*,United-States,>50K
*,Private,*,Not-Married,Service,Not-in-family,Non-White,Female,None,None,*,United-States,<=50K
